&
B ALA_CB 17.6678 23.0149
&
C.23 LEU_DD13 0.00202429 0.068517
1.55 3.21656e-07 0 1.00066e-05
1.65 3.21656e-07 0 1.00208e-05
1.75 3.21656e-07 0 1.00565e-05
1.85 3.21656e-07 0 1.01346e-05
1.95 3.21656e-07 0 1.03102e-05
2.05 3.21656e-07 0 1.0634e-05
2.15 3.21656e-07 0 1.11262e-05
2.25 3.21656e-07 0 1.20213e-05
2.35 3.21656e-07 0 1.34678e-05
2.45 3.21656e-07 0 1.70045e-05
2.55 3.21656e-07 0 2.48678e-05
2.65 3.21656e-07 0 4.09603e-05
2.75 3.21656e-07 0 6.67586e-05
2.9 3.21656e-07 0 0.000258735
3.1 3.21656e-07 0 0.000578771
3.3 3.21656e-07 0 0.00113395
3.5 3.21656e-07 0 0.0019947
3.7 3.21656e-07 0 0.00323451
3.95 1.99858e-07 0.00202429 0.00789444
4.25 3.21656e-07 0 0.0120697
4.55 3.21656e-07 0 0.0173096
4.85 3.21656e-07 0 0.0240152
&
C.23 LYS_CB 318.165 368.082
1.55 10.8171 0 4.56354e-05
1.65 10.8171 0 0.00012194
1.75 10.8171 0 0.000313757
1.85 10.8171 0 0.000733117
1.95 10.8171 0 0.00167656
2.05 10.8171 0 0.00341583
2.15 10.8171 0 0.00606005
2.25 10.8171 0 0.0108686
2.35 10.8171 0 0.0186393
2.45 10.8171 0 0.0376388
2.55 10.8171 0 0.0798819
2.65 10.8171 0 0.166333
2.75 10.8171 0 0.304924
2.9 1.11839 0.0416667 1.33624
3.1 0.41188 0.0457525 3.05552
3.3 0.264316 3.8028 6.03803
3.5 0 10.0455 10.6621
3.7 0 14.1821 17.3225
3.95 0 36.7417 42.3563
4.25 0 49.4496 64.7865
4.55 0.015986 76.3128 92.9357
4.85 0.0110404 127.543 128.959
&
C.23 LYS_CD 871.161 632.976
1.55 13.4016 0 7.12806e-05
1.65 13.4016 0 0.000202498
1.75 13.4016 0 0.000532359
1.85 13.4016 0 0.00125351
1.95 13.4016 0 0.00287591
2.05 13.4016 0 0.00586686
2.15 13.4016 0 0.010414
2.25 13.4016 0 0.0186831
2.35 13.4016 0 0.032046
2.45 13.4016 0 0.0647187
2.55 13.4016 0 0.137362
2.65 13.4016 0 0.286028
2.75 13.4016 0 0.524358
2.9 0.115505 1 2.29788
3.1 1.95859 0.0817277 5.25444
3.3 0.411878 3.32278 10.3833
3.5 0 20.0468 18.3351
3.7 -0.156473 39.728 29.7887
3.95 -0.175185 114.369 72.8383
4.25 -0.129526 177.354 111.411
4.55 -0.127759 263.348 159.818
4.85 0 251.911 221.766
&
C.23 LYS_CE 1248.79 691.486
1.55 14.4819 0 7.69452e-05
1.65 14.4819 0 0.000220292
1.75 14.4819 0 0.000580644
1.85 14.4819 0 0.00136846
1.95 14.4819 0 0.00314082
2.05 14.4819 0 0.00640825
2.15 14.4819 0 0.0113757
2.25 14.4819 0 0.0204092
2.35 14.4819 0 0.0350074
2.45 14.4819 0 0.0707002
2.55 14.4819 0 0.150059
2.65 14.4819 0 0.312467
2.75 0.829123 0.25 0.572828
2.9 2.72557 0.12527 2.51028
3.1 0.443691 2.41483 5.74015
3.3 0 11.9226 11.3431
3.5 0 47.8732 20.0299
3.7 -0.146025 68.2595 32.5423
3.95 -0.092524 172.742 79.5712
4.25 -0.186127 327.375 121.709
4.55 -0.156905 359.524 174.591
4.85 -0.013025 258.307 242.265
&
C.23 LYS_CG 434.166 487.985
1.55 11.663 0 5.72435e-05
1.65 11.663 0 0.000158404
1.75 11.663 0 0.000412706
1.85 11.663 0 0.000968672
1.95 11.663 0 0.00221943
2.05 11.663 0 0.00452527
2.15 11.663 0 0.00803085
2.25 11.663 0 0.0144058
2.35 11.663 0 0.0247078
2.45 11.663 0 0.0498964
2.55 11.663 0 0.1059
2.65 11.663 0 0.220512
2.75 11.663 0 0.40425
2.9 1.6732 0.000174034 1.77152
3.1 0 1.23113 4.05085
3.3 0.505042 2.22434 8.00491
3.5 0 6.1792 14.1352
3.7 0 17.4419 22.9653
3.95 0 55.8251 56.1537
4.25 0 71.9725 85.8906
4.55 0 114.084 123.209
4.85 0.0342731 165.207 170.967
&
C.23 LYS_DD2 0.000276855 0.000157503
1.55 2.10942e-14 0 1e-05
1.65 2.11824e-14 0 1e-05
1.75 2.11771e-14 0 1.00001e-05
1.85 2.10942e-14 0 1.00003e-05
1.95 2.1166e-14 0 1.00007e-05
2.05 2.11849e-14 0 1.00015e-05
2.15 2.11892e-14 0 1.00026e-05
2.25 2.10942e-14 0 1.00046e-05
2.35 2.11926e-14 0 1.0008e-05
2.45 2.11998e-14 0 1.00161e-05
2.55 2.12053e-14 0 1.00342e-05
2.65 2.12053e-14 0 1.00712e-05
2.75 2.11597e-14 0 1.01305e-05
2.9 2.11833e-14 0 1.05718e-05
3.1 2.12053e-14 0 1.13075e-05
3.3 2.12238e-14 0 1.25837e-05
3.5 2.12053e-14 0 1.45623e-05
3.7 2.12053e-14 0 1.74123e-05
3.95 2.12053e-14 0 2.81243e-05
4.25 2.12053e-14 0 3.77222e-05
4.55 -9.70335e-14 0.000276855 4.97672e-05
4.85 2.12126e-14 0 6.51817e-05
&
C.23 LYS_DD3 0.000816229 0.000157503
1.55 5.43742e-13 0 1e-05
1.65 5.43676e-13 0 1e-05
1.75 5.43676e-13 0 1.00001e-05
1.85 5.43676e-13 0 1.00003e-05
1.95 5.43676e-13 0 1.00007e-05
2.05 5.43777e-13 0 1.00015e-05
2.15 5.43779e-13 0 1.00026e-05
2.25 5.43676e-13 0 1.00046e-05
2.35 5.43676e-13 0 1.0008e-05
2.45 5.43676e-13 0 1.00161e-05
2.55 5.43811e-13 0 1.00342e-05
2.65 5.43676e-13 0 1.00712e-05
2.75 5.43676e-13 0 1.01305e-05
2.9 5.43676e-13 0 1.05718e-05
3.1 5.43787e-13 0 1.13075e-05
3.3 5.43753e-13 0 1.25837e-05
3.5 5.43749e-13 0 1.45623e-05
3.7 5.43787e-13 0 1.74123e-05
3.95 5.4375e-13 0 2.81243e-05
4.25 5.43676e-13 0 3.77222e-05
4.55 -8.37508e-12 0.000816229 4.97672e-05
4.85 5.43797e-13 0 6.51817e-05
&
C.23 LYS_DE2 0.0013556 0.000157503
1.55 2.49107e-12 0 1e-05
1.65 2.49108e-12 0 1e-05
1.75 2.49109e-12 0 1.00001e-05
1.85 2.49111e-12 0 1.00003e-05
1.95 2.49114e-12 0 1.00007e-05
2.05 2.49111e-12 0 1.00015e-05
2.15 2.49112e-12 0 1.00026e-05
2.25 2.4911e-12 0 1.00046e-05
2.35 2.49111e-12 0 1.0008e-05
2.45 2.49112e-12 0 1.00161e-05
2.55 2.49111e-12 0 1.00342e-05
2.65 2.49109e-12 0 1.00712e-05
2.75 2.49112e-12 0 1.01305e-05
2.9 2.49101e-12 0 1.05718e-05
3.1 2.49109e-12 0 1.13075e-05
3.3 2.49114e-12 0 1.25837e-05
3.5 2.4911e-12 0 1.45623e-05
3.7 -9.87572e-11 0.000816229 1.74123e-05
3.95 -2.72907e-11 0.000539374 2.81243e-05
4.25 2.49108e-12 0 3.77222e-05
4.55 2.49112e-12 0 4.97672e-05
4.85 2.4911e-12 0 6.51817e-05
&
C.23 LYS_DG2 0.000539374 0.000117611
1.55 1.56875e-13 0 1e-05
1.65 1.56875e-13 0 1e-05
1.75 1.56875e-13 0 1.00001e-05
1.85 1.5689e-13 0 1.00002e-05
1.95 1.56875e-13 0 1.00005e-05
2.05 1.56899e-13 0 1.00011e-05
2.15 1.56897e-13 0 1.00019e-05
2.25 1.56914e-13 0 1.00035e-05
2.35 1.56875e-13 0 1.0006e-05
2.45 1.56949e-13 0 1.0012e-05
2.55 1.56873e-13 0 1.00255e-05
2.65 1.56875e-13 0 1.00531e-05
2.75 1.56875e-13 0 1.00974e-05
2.9 1.56875e-13 0 1.0427e-05
3.1 1.56763e-13 0 1.09763e-05
3.3 1.56967e-13 0 1.19293e-05
3.5 1.56888e-13 0 1.34068e-05
3.7 1.56875e-13 0 1.55349e-05
3.95 1.56937e-13 0 2.35338e-05
4.25 1.56875e-13 0 3.07007e-05
4.55 -1.8052e-12 0.000539374 3.9695e-05
4.85 1.56875e-13 0 5.12053e-05
&
C.23 LYS_DZ1 0.334412 0.149155
1.55 3.73967e-05 0 1.00144e-05
1.65 3.73967e-05 0 1.00454e-05
1.75 3.73967e-05 0 1.01231e-05
1.85 3.73967e-05 0 1.0293e-05
1.95 3.73967e-05 0 1.06753e-05
2.05 3.73967e-05 0 1.13801e-05
2.15 3.73967e-05 0 1.24516e-05
2.25 3.73967e-05 0 1.44001e-05
2.35 3.73967e-05 0 1.7549e-05
2.45 3.73967e-05 0 2.5248e-05
2.55 3.73967e-05 0 4.23658e-05
2.65 3.73967e-05 0 7.73976e-05
2.75 3.73967e-05 0 0.000133558
2.9 3.73967e-05 0 0.000551471
3.1 3.73967e-05 0 0.00124816
3.3 3.73967e-05 0 0.00245674
3.5 3.73967e-05 0 0.0043305
3.7 3.73967e-05 0 0.00702945
3.95 3.73967e-05 0 0.0171737
4.25 3.73967e-05 0 0.0262629
4.55 3.63261e-05 0.00107875 0.0376696
4.85 -0.000201079 0.333333 0.0522671
&
C.23 LYS_DZ3 0.0013556 0.137651
1.55 2.60813e-06 0 1.00133e-05
1.65 2.60813e-06 0 1.00419e-05
1.75 2.60813e-06 0 1.01136e-05
1.85 2.60813e-06 0 1.02704e-05
1.95 2.60813e-06 0 1.06232e-05
2.05 2.60813e-06 0 1.12737e-05
2.15 2.60813e-06 0 1.22625e-05
2.25 2.60813e-06 0 1.40608e-05
2.35 2.60813e-06 0 1.69667e-05
2.45 2.60813e-06 0 2.40719e-05
2.55 2.60813e-06 0 3.98694e-05
2.65 2.60813e-06 0 7.21992e-05
2.75 2.60813e-06 0 0.000124028
2.9 2.60813e-06 0 0.000509707
3.1 2.60813e-06 0 0.00115266
3.3 2.60813e-06 0 0.00226802
3.5 2.60813e-06 0 0.00399725
3.7 2.39133e-06 0.000539374 0.00648803
3.95 2.60813e-06 0 0.0158498
4.25 2.60813e-06 0 0.024238
4.55 2.60813e-06 0 0.0347649
4.85 2.56402e-06 0.000816229 0.0482364
&
C.23 LYS_NZ 1413.76 729.545
1.55 14.8541 0 8.06298e-05
1.65 14.8541 0 0.000231866
1.75 14.8541 0 0.000612052
1.85 14.8541 0 0.00144323
1.95 14.8541 0 0.00331314
2.05 14.8541 0 0.0067604
2.15 -1.3472 0.125 0.0120013
2.25 -1.96173 0.375 0.0215319
2.35 -0.733685 0.0769231 0.0369336
2.45 0.582169 0.00228311 0.0745909
2.55 -0.839852 1.16667 0.158317
2.65 -0.499556 0.595054 0.329664
2.75 0 1.15548 0.604355
2.9 -0.199808 5.09116 2.64845
3.1 -0.0877831 19.2583 6.05608
3.3 -0.682983 81.7455 11.9675
3.5 -0.672353 180.477 21.1324
3.7 -0.570641 244.289 34.3334
3.95 -0.334139 259.566 83.9507
4.25 -0.125645 186.833 128.408
4.55 -0.12304 209.567 184.2
4.85 0.0747391 223.436 255.599
&
C.23 MC_C 10332 10363.3
1.55 20.8301 0 0.00101331
1.65 20.8301 0 0.00316165
1.75 20.8301 0 0.00856226
1.85 20.8301 0 0.0203693
1.95 -0.574155 0.0833333 0.0469317
2.05 20.8301 0 0.0959007
2.15 20.8301 0 0.170349
2.25 20.8301 0 0.305733
2.35 20.8301 0 0.524516
2.45 20.8301 0 1.05945
2.55 0 0.00158983 2.2488
2.65 1.02868 0.00611872 4.68281
2.75 1.59441 0.0256545 8.58484
2.9 0.705761 1.06544 37.6216
3.1 1.71256 0.608677 86.0276
3.3 1.38682 6.84612 170
3.5 0.809929 36.0259 300.189
3.7 0.420346 172.81 487.713
3.95 0.266447 790.04 1192.54
4.25 0.0800044 1598.1 1824.06
4.55 -0.0296044 3270.71 2616.6
4.85 0 4455.69 3630.83
&
C.23 MC_CA 9517.12 9557.64
1.55 20.5873 0 0.000935309
1.65 20.5873 0 0.00291663
1.75 20.5873 0 0.00789737
1.85 20.5873 0 0.0187865
1.95 20.5873 0 0.0432838
2.05 20.5873 0 0.0884458
2.15 20.5873 0 0.157106
2.25 20.5873 0 0.281965
2.35 20.5873 0 0.483739
2.45 20.5873 0 0.977082
2.55 0.976863 0.0833333 2.07397
2.65 20.5873 0 4.31875
2.75 0.333989 0.00126422 7.91742
2.9 1.86391 0.00310495 34.6967
3.1 1.20539 0.574811 79.3394
3.3 0.713588 6.16899 156.783
3.5 0.527829 37.3736 276.851
3.7 0.135471 190.377 449.796
3.95 0.063899 757.379 1099.82
4.25 -0.111267 2049.48 1682.25
4.55 -0.0392279 2845.42 2413.17
4.85 -0.00681244 3630.26 3348.56
&
C.23 MC_N 9267.73 9614.25
1.55 20.6051 0 0.00094079
1.65 20.6051 0 0.00293384
1.75 20.6051 0 0.00794409
1.85 20.6051 0 0.0188977
1.95 20.6051 0 0.0435402
2.05 20.6051 0 0.0889696
2.15 20.6051 0 0.158036
2.25 20.6051 0 0.283635
2.35 20.6051 0 0.486605
2.45 1.17074 0.0416667 0.982869
2.55 0.752012 0.0482504 2.08625
2.65 0.645096 0.0288715 4.34434
2.75 0.444869 1.10988 7.96432
2.9 0.222043 5.03846 34.9022
3.1 0.27607 24.7679 79.8094
3.3 0 140.501 157.712
3.5 -0.113475 435.454 278.491
3.7 -0.132831 847.73 452.46
3.95 -0.0720859 1876.13 1106.34
4.25 0.00511749 1683.57 1692.21
4.55 0.124636 1649.92 2427.46
4.85 0.0917035 2603.38 3368.39
&
C.23 MC_O 11295.9 9594.82
1.55 21.0886 0 0.000938908
1.65 21.0886 0 0.00292793
1.75 21.0886 0 0.00792806
1.85 21.0886 0 0.0188595
1.95 21.0886 0 0.0434522
2.05 0 0.00158983 0.0887898
2.15 0.976382 9.07132e-05 0.157717
2.25 0 0.1 0.283062
2.35 -0.0293406 0.50008 0.485621
2.45 1.82885 0.00238422 0.980883
2.55 0 0.745536 2.08203
2.65 0 1.47118 4.33555
2.75 0 7.74933 7.94822
2.9 -0.539494 61.7071 34.8317
3.1 -0.454124 183.571 79.6481
3.3 -0.344901 340.765 157.393
3.5 -0.300171 632.088 277.928
3.7 -0.299005 1143.39 451.546
3.95 -0.184879 2065.62 1104.1
4.25 -0.0346528 1953.28 1688.79
4.55 0.0529964 2127.83 2422.56
4.85 0.0789678 2777.07 3361.58
&
C.23 MET_CB 435.127 489.473
1.55 11.6721 0 5.73876e-05
1.65 11.6721 0 0.000158856
1.75 11.6721 0 0.000413934
1.85 11.6721 0 0.000971596
1.95 11.6721 0 0.00222617
2.05 11.6721 0 0.00453904
2.15 11.6721 0 0.00805531
2.25 11.6721 0 0.0144497
2.35 11.6721 0 0.0247831
2.45 11.6721 0 0.0500486
2.55 11.6721 0 0.106223
2.65 11.6721 0 0.221185
2.75 11.6721 0 0.405483
2.9 11.6721 0 1.77692
3.1 1.10972 1.00089 4.0632
3.3 1.94191 0.968106 8.02932
3.5 0 9.92653 14.1783
3.7 -0.284995 30.6314 23.0353
3.95 -0.124003 63.7611 56.325
4.25 -0.139268 99.0267 86.1526
4.55 0 101.991 123.585
4.85 0.0769933 127.821 171.489
&
C.23 MET_CE 946.777 758.716
1.55 13.6513 0 8.3454e-05
1.65 13.6513 0 0.000240738
1.75 13.6513 0 0.000636126
1.85 13.6513 0 0.00150054
1.95 13.6513 0 0.00344522
2.05 13.6513 0 0.00703032
2.15 13.6513 0 0.0124808
2.25 -0.135466 0.025641 0.0223925
2.35 13.6513 0 0.03841
2.45 0 0.00202429 0.0775731
2.55 0 0.00145985 0.164647
2.65 0.533399 0.00145985 0.342846
2.75 0.0420611 0.50173 0.62852
2.9 1.73263 0.0432729 2.75435
3.1 0.942824 1.38789 6.29823
3.3 0.0875316 9.28835 12.446
3.5 -0.198194 27.6594 21.9774
3.7 -0.249443 71.6298 35.7063
3.95 -0.240814 145.126 87.3076
4.25 -0.186872 207.707 133.542
4.55 -0.0904874 221.713 191.565
4.85 0 261.69 265.819
&
C.23 MET_CG 548.166 614.828
1.55 12.3562 0 6.95237e-05
1.65 12.3562 0 0.000196979
1.75 12.3562 0 0.000517383
1.85 12.3562 0 0.00121786
1.95 12.3562 0 0.00279374
2.05 12.3562 0 0.00569894
2.15 12.3562 0 0.0101157
2.25 12.3562 0 0.0181478
2.35 12.3562 0 0.0311276
2.45 12.3562 0 0.0628635
2.55 12.3562 0 0.133424
2.65 12.3562 0 0.277828
2.75 12.3562 0 0.509325
2.9 12.3562 0 2.232
3.1 0.448412 0.253094 5.10379
3.3 0.299646 4.34648 10.0856
3.5 0.0705093 9.62982 17.8094
3.7 0.207177 23.5203 28.9347
3.95 -0.115654 79.4859 70.75
4.25 -0.101648 119.795 108.216
4.55 0 119.705 155.236
4.85 0 191.431 215.408
&
C.23 MET_SD 857.051 758.162
1.55 13.3526 0 8.34003e-05
1.65 13.3526 0 0.000240569
1.75 13.3526 0 0.000635668
1.85 13.3526 0 0.00149945
1.95 13.3526 0 0.00344271
2.05 13.3526 0 0.00702519
2.15 13.3526 0 0.0124717
2.25 13.3526 0 0.0223762
2.35 13.3526 0 0.0383819
2.45 13.3526 0 0.0775164
2.55 13.3526 0 0.164527
2.65 13.3526 0 0.342595
2.75 13.3526 0 0.62806
2.9 0.906733 0.31676 2.75233
3.1 0.276916 1.78103 6.29363
3.3 -0.201943 19.8657 12.4369
3.5 -0.29259 50.791 21.9613
3.7 -0.210503 54.8989 35.6802
3.95 -0.114832 119.393 87.2438
4.25 -0.0893697 166.529 133.445
4.55 -0.00143506 191.7 191.425
4.85 0 251.775 265.625
&
C.23 OXT 10.6599 13.0802
1.55 1.17492 0 1.12663e-05
1.65 1.17492 0 1.39779e-05
1.75 1.17492 0 2.07944e-05
1.85 1.17492 0 3.56968e-05
1.95 1.17492 0 6.9223e-05
2.05 1.17492 0 0.00013103
2.15 1.17492 0 0.000224996
2.25 1.17492 0 0.000395874
2.35 1.17492 0 0.000672015
2.45 1.17492 0 0.00134719
2.55 1.17492 0 0.00284834
2.65 1.17492 0 0.00592048
2.75 0 0.000590667 0.0108455
2.9 0.741298 8.04959e-05 0.0474947
3.1 0.354005 0.0150636 0.108591
3.3 0 0.0134292 0.214578
3.5 -0.768456 1.01286 0.378899
3.7 0.0013034 0.614425 0.615585
3.95 0 1.69327 1.50519
4.25 -0.307552 3.50175 2.30227
4.55 0 1.15227 3.30259
4.85 0.306542 2.6562 4.58273
&
C.23 PHE_CB 741.291 744.698
1.55 12.9311 0 8.20969e-05
1.65 12.9311 0 0.000236474
1.75 12.9311 0 0.000624557
1.85 12.9311 0 0.001473
1.95 12.9311 0 0.00338175
2.05 12.9311 0 0.00690061
2.15 12.9311 0 0.0122504
2.25 12.9311 0 0.021979
2.35 12.9311 0 0.0377005
2.45 12.9311 0 0.0761401
2.55 12.9311 0 0.161605
2.65 12.9311 0 0.336512
2.75 12.9311 0 0.616907
2.9 12.9311 0 2.70346
3.1 0.235448 0.346238 6.18186
3.3 0.00351264 3.34295 12.216
3.5 -0.0606327 22.9197 21.5713
3.7 -0.0913796 38.4 35.0466
3.95 -0.235355 116.551 85.6945
4.25 -0.100541 144.939 131.075
4.55 0 175.165 188.026
4.85 0.0531256 239.628 260.908
&
C.23 PHE_CD 2033.26 1989.8
1.55 15.9443 0 0.000202639
1.65 15.9443 0 0.000615128
1.75 15.9443 0 0.00165207
1.85 15.9443 0 0.00391906
1.95 15.9443 0 0.00901914
2.05 15.9443 0 0.0184214
2.15 15.9443 0 0.0327156
2.25 15.9443 0 0.05871
2.35 15.9443 0 0.100717
2.45 15.9443 0 0.203426
2.55 15.9443 0 0.431785
2.65 0 0.233333 0.899125
2.75 2.56374 0.000174034 1.64833
2.9 0.0857845 0.0966124 7.22348
3.1 0 1.45362 16.5176
3.3 0 22.8927 32.6406
3.5 -0.143987 70.5824 57.6374
3.7 -0.219511 123.003 93.6426
3.95 -0.165374 284.928 228.971
4.25 -0.0317659 363.731 350.226
4.55 0 536.562 502.396
4.85 0.0396531 629.778 697.133
&
C.23 PHE_CE 3310.88 2543.97
1.55 17.407 0 0.00025629
1.65 17.407 0 0.00078366
1.75 17.407 0 0.00210939
1.85 17.407 0 0.00500776
1.95 17.407 0 0.0115282
2.05 17.407 0 0.0235491
2.15 -1.56484 0.2 0.0418244
2.25 17.407 0 0.0750584
2.35 0 0.000786164 0.128765
2.45 0.221635 0.000348068 0.260078
2.55 3.5835 0.000174034 0.552037
2.65 17.407 0 1.14953
2.75 0 0.0515163 2.1074
2.9 0.252014 0.295919 9.23527
3.1 0 4.87159 21.1179
3.3 0.0249892 30.2913 41.7312
3.5 -0.263252 105.105 73.6898
3.7 -0.132377 195.728 119.723
3.95 -0.108388 447.083 292.741
4.25 -0.220714 650.662 447.766
4.55 -0.155306 852.407 642.316
4.85 -0.0844325 1024.18 891.29
&
C.23 PHE_CG 764.728 904.777
1.55 13.5152 0 9.75946e-05
1.65 13.5152 0 0.000285157
1.75 13.5152 0 0.000756661
1.85 13.5152 0 0.00178748
1.95 13.5152 0 0.00410653
2.05 13.5152 0 0.0083818
2.15 13.5152 0 0.0148815
2.25 13.5152 0 0.0267014
2.35 13.5152 0 0.0458024
2.45 13.5152 0 0.0925048
2.55 0 0.0333333 0.196342
2.65 13.5152 0 0.408845
2.75 13.5152 0 0.749514
2.9 0.382411 0.000506073 3.28458
3.1 1.02062 0.135481 7.5107
3.3 1.33897 0.8656 14.842
3.5 0.228557 15.3513 26.2082
3.7 0.118051 37.8388 42.5801
3.95 0.199641 85.2729 104.115
4.25 0.15676 131.646 159.251
4.55 0 234.84 228.444
4.85 0 258.744 316.992
&
C.23 PHE_CZ 1942.37 1403.58
1.55 15.8071 0 0.000145885
1.65 15.8071 0 0.000436849
1.75 15.8071 0 0.00116829
1.85 15.8071 0 0.0027674
1.95 15.8071 0 0.00636493
2.05 15.8071 0 0.0129971
2.15 15.8071 0 0.0230801
2.25 15.8071 0 0.0414162
2.35 0 0.000348068 0.0710475
2.45 0 0.000174034 0.143497
2.55 15.8071 0 0.304578
2.65 15.8071 0 0.634234
2.75 3.02012 0.000680107 1.16271
2.9 0 1.35827 5.09535
3.1 0.044353 2.08492 11.6513
3.3 0.144184 19.9328 23.0242
3.5 -0.134289 52.2109 40.6567
3.7 -0.163997 124.973 66.0543
3.95 -0.230198 285.335 161.513
4.25 -0.319531 505.992 247.044
4.55 -0.139978 476.892 354.383
4.85 0.0350023 473.586 491.749
&
C.23 PRO_CB 527.676 441.423
1.55 11.8976 0 5.27357e-05
1.65 11.8976 0 0.000144244
1.75 11.8976 0 0.000374281
1.85 11.8976 0 0.000877199
1.95 11.8976 0 0.00200862
2.05 11.8976 0 0.00409444
2.15 11.8976 0 0.00726553
2.25 11.8976 0 0.0130322
2.35 11.8976 0 0.0223512
2.45 11.8976 0 0.0451364
2.55 11.8976 0 0.0957964
2.65 11.8976 0 0.199473
2.75 11.8976 0 0.365679
2.9 1.17761 0.000348068 1.60249
3.1 1.15581 0.030394 3.66433
3.3 0 2.9601 7.24111
3.5 -0.118464 14.3946 12.7865
3.7 -0.340232 40.4924 20.774
3.95 -0.290568 87.7946 50.7958
4.25 -0.331501 114.622 77.6953
4.55 -0.0984724 122.987 111.453
4.85 0 144.394 154.654
&
C.23 PRO_CD 394.184 427.413
1.55 11.2654 0 5.13794e-05
1.65 11.2654 0 0.000139983
1.75 11.2654 0 0.00036272
1.85 11.2654 0 0.000849676
1.95 11.2654 0 0.00194519
2.05 11.2654 0 0.00396481
2.15 11.2654 0 0.00703525
2.25 11.2654 0 0.0126189
2.35 11.2654 0 0.0216422
2.45 11.2654 0 0.0437042
2.55 11.2654 0 0.0927564
2.65 11.2654 0 0.193142
2.75 11.2654 0 0.354073
2.9 1.22471 0.00625 1.55163
3.1 0.0300781 0.0508929 3.54803
3.3 0 5.14609 7.01129
3.5 -0.0317767 12.7804 12.3807
3.7 -0.305379 27.2985 20.1147
3.95 -0.200264 60.089 49.1836
4.25 -0.0791377 81.4248 75.2294
4.55 0.113331 82.1592 107.916
4.85 0.0599824 125.228 149.746
&
C.23 PRO_CG 563.359 508.232
1.55 12.0939 0 5.92037e-05
1.65 12.0939 0 0.000164561
1.75 12.0939 0 0.000429415
1.85 12.0939 0 0.00100845
1.95 12.0939 0 0.00231111
2.05 12.0939 0 0.00471262
2.15 12.0939 0 0.00836365
2.25 12.0939 0 0.0150031
2.35 12.0939 0 0.0257325
2.45 12.0939 0 0.0519663
2.55 12.0939 0 0.110294
2.65 12.0939 0 0.229661
2.75 12.0939 0 0.421022
2.9 3.32247 0.000590667 1.84502
3.1 1.18035 0.0145505 4.21892
3.3 0.676798 2.2412 8.33704
3.5 -0.0690934 18.2436 14.7217
3.7 -0.0893574 46.505 23.9181
3.95 -0.33205 106.922 58.4837
4.25 -0.0911862 109.247 89.4543
4.55 -0.0752677 138.353 128.321
4.85 0.0238086 141.832 178.061
&
C.23 PRO_N 154.6 319.861
1.55 10.3958 0 4.09668e-05
1.65 10.3958 0 0.000107275
1.75 10.3958 0 0.000273963
1.85 10.3958 0 0.000638383
1.95 10.3958 0 0.00145822
2.05 10.3958 0 0.00296964
2.15 10.3958 0 0.00526745
2.25 10.3958 0 0.00944605
2.35 10.3958 0 0.0161987
2.45 10.3958 0 0.0327092
2.55 10.3958 0 0.069418
2.65 -0.835547 0.333333 0.144543
2.75 0 0.000174034 0.264978
2.9 0 0.833333 1.16119
3.1 0 0.958333 2.65522
3.3 0 3.65271 5.247
3.5 0 3.93302 9.26525
3.7 0.365167 3.63057 15.0531
3.95 0.321266 10.7411 36.8072
4.25 0.447123 17.0766 56.2989
4.55 0.136494 36.4867 80.7604
4.85 0.172537 76.9539 112.065
&
C.23 SER_CB 1981.31 1137.65
1.55 15.8666 0 0.00012014
1.65 15.8666 0 0.000355976
1.75 15.8666 0 0.000948836
1.85 15.8666 0 0.00224497
1.95 15.8666 0 0.00516089
2.05 15.8666 0 0.0105365
2.15 15.8666 0 0.0187091
2.25 15.8666 0 0.0335712
2.35 15.8666 0 0.0575884
2.45 15.8666 0 0.116311
2.55 0 0.000348068 0.246873
2.65 3.70695 0.000590667 0.514071
2.75 1.3052 0.0165902 0.942421
2.9 0.211264 1.12443 4.12996
3.1 1.04842 3.15722 9.4438
3.3 0 28.8796 18.662
3.5 -0.0686133 58.7021 32.9537
3.7 -0.0240829 111.086 53.5393
3.95 -0.220854 339.559 130.912
4.25 -0.152042 455.606 200.238
4.55 -0.00436179 451.856 287.24
4.85 -0.0672073 531.321 398.58
&
C.23 SER_DG 0.000299533 0.132594
1.55 2.33114e-06 0 1.00128e-05
1.65 2.33114e-06 0 1.00403e-05
1.75 2.33114e-06 0 1.01094e-05
1.85 2.33114e-06 0 1.02605e-05
1.95 2.33114e-06 0 1.06003e-05
2.05 2.33114e-06 0 1.12269e-05
2.15 2.33114e-06 0 1.21794e-05
2.25 2.33114e-06 0 1.39116e-05
2.35 2.33114e-06 0 1.67108e-05
2.45 2.33114e-06 0 2.3555e-05
2.55 2.33114e-06 0 3.87722e-05
2.65 2.33114e-06 0 6.99144e-05
2.75 2.33114e-06 0 0.000119839
2.9 2.33114e-06 0 0.000491351
3.1 2.33114e-06 0 0.00111068
3.3 2.33114e-06 0 0.00218507
3.5 2.33114e-06 0 0.00385079
3.7 2.33114e-06 0 0.00625007
3.95 2.28542e-06 0.000299533 0.015268
4.25 2.33114e-06 0 0.023348
4.55 2.33114e-06 0 0.0334882
4.85 2.33114e-06 0 0.0464649
&
C.23 SER_OG 2511.94 1203.1
1.55 16.5785 0 0.000126476
1.65 16.5785 0 0.00037588
1.75 16.5785 0 0.00100285
1.85 16.5785 0 0.00237354
1.95 16.5785 0 0.00545722
2.05 -0.498192 0.0376277 0.0111421
